status,service,path
500,HRSFEC_PAY_OVERVIEW_SRV,/sap/opu/odata/sap/HRSFEC_PAY_OVERVIEW_SRV
500,HRSFEC_PAYCTRL_REC_SRV,/sap/opu/odata/sap/HRSFEC_PAYCTRL_REC_SRV
200,ZESH_SEARCH_SRV,/sap/opu/odata/sap/ESH_SEARCH_SRV
200,ZRSAO_ODATA_SRV,/sap/opu/odata/sap/RSAO_ODATA_SRV
500,HRSFEC_ECP_INFO_SRV,/sap/opu/odata/sap/HRSFEC_ECP_INFO_SRV
200,ZLO_MASS_UPLOAD_UTILITY_SRV_01,/sap/opu/odata/sap/LO_MASS_UPLOAD_UTILITY_SRV_01
200,ZFCLM_BAM_SRV,/sap/opu/odata/sap/FCLM_BAM_SRV
200,PYC_TEAM_MAINT_SRV,/sap/opu/odata/sap/PYC_TEAM_MAINT_SRV
200,ZFINS_TRR_PECRUN_SALES_SRV,/sap/opu/odata/sap/FINS_TRR_PECRUN_SALES_SRV
200,PYC_PROCESS_MANAGER_SRV,/sap/opu/odata/sap/PYC_PROCESS_MANAGER_SRV
200,ZSUI_FLP_APP_SUP_SRV,/sap/opu/odata/sap/SUI_FLP_APP_SUP_SRV
200,PYC_TEAM_MANAGER_SRV,/sap/opu/odata/sap/PYC_TEAM_MANAGER_SRV
200,ZC_BKACCTTWOPERSONWL_SRV,/sap/opu/odata/sap/C_BKACCTTWOPERSONWL_SRV
200,ZFINS_TRR_PECRUN_PROJECT_SRV_01,/sap/opu/odata/sap/FINS_TRR_PECRUN_PROJECT_SRV_01
200,ZFINS_TRR_PECRUN_SRVDOC_SRV,/sap/opu/odata/sap/FINS_TRR_PECRUN_SRVDOC_SRV
200,ZC_BALANCECARRYFWDSTATUS_CDS,/sap/opu/odata/sap/C_BALANCECARRYFWDSTATUS_CDS
200,ZAPL_LOG_MANAGEMENT_SRV,/sap/opu/odata/sap/APL_LOG_MANAGEMENT_SRV
200,ZFINS_TRR_PECRUN_REALTIME_SRV,/sap/opu/odata/sap/FINS_TRR_PECRUN_REALTIME_SRV
200,ZFAR_MANAGE_BS_SRV,/sap/opu/odata/sap/FAR_MANAGE_BS_SRV
200,ZCA_FM_FEATURE_TOGGLE_STATUS_SRV,/sap/opu/odata/sap/CA_FM_FEATURE_TOGGLE_STATUS_SRV
200,ZBANKACCOUNTOPENINGREQWL,/sap/opu/odata/sap/BANKACCOUNTOPENINGREQWL
200,ZCV_ATTACHMENT_SRV,/sap/opu/odata/sap/CV_ATTACHMENT_SRV
200,ZFAP_APPROVEBANKPAYMENTS_SRV,/sap/opu/odata/sap/FAP_APPROVEBANKPAYMENTS_SRV
200,ZFCLM_BRM_FBAR_SRV,/sap/opu/odata/sap/FCLM_BRM_FBAR_SRV
200,ZC_SITNINSTCEACTYMONITORING_CDS,/sap/opu/odata/sap/C_SITNINSTCEACTYMONITORING_CDS
200,ZE2EIE_CC_SOLBUILDER,/sap/opu/odata/sap/E2EIE_CC_SOLBUILDER
200,ZCA_OC_OUTPUT_REQUEST_SRV,/sap/opu/odata/sap/CA_OC_OUTPUT_REQUEST_SRV
200,ZFAA_ASSET_VALUES_OVERVIEW_SRV,/sap/opu/odata/sap/FAA_ASSET_VALUES_OVERVIEW_SRV
200,ZFAC_MONITORING_PRA_SRV,/sap/opu/odata/sap/FAC_MONITORING_PRA_SRV
200,ZFAC_FINANCIAL_DOCUMENT_SRV_01,/sap/opu/odata/sap/FAC_FINANCIAL_DOCUMENT_SRV_01
200,ZAPJ_JOB_MANAGEMENT_SRV,/sap/opu/odata/sap/APJ_JOB_MANAGEMENT_SRV
200,ZSWF_FLEX_DEF_SRV,/sap/opu/odata/sap/SWF_FLEX_DEF_SRV
200,ZAPS_CHANGE_DOCUMENTS_SRV,/sap/opu/odata/sap/APS_CHANGE_DOCUMENTS_SRV
200,ZFAR_BALANCES_V2_SRV,/sap/opu/odata/sap/FAR_BALANCES_V2_SRV
200,ZFINS_TRR_SO_MONITOR_SRV,/sap/opu/odata/sap/FINS_TRR_SO_MONITOR_SRV
200,ZFAA_DISPLAY_WORKLIST_SRV,/sap/opu/odata/sap/FAA_DISPLAY_WORKLIST_SRV
200,ZCA_RSM_TEAM_ACTION_SRV,/sap/opu/odata/sap/CA_RSM_TEAM_ACTION_SRV
200,ZC_SITNINSTANCETP_CDS,/sap/opu/odata/sap/C_SITNINSTANCETP_CDS
200,ZFIN_USER_DEFAULTPARAMETER_SRV,/sap/opu/odata/sap/FIN_USER_DEFAULTPARAMETER_SRV
200,ZFCLM_CASH_BANKTRANSFER_SRV,/sap/opu/odata/sap/FCLM_CASH_BANKTRANSFER_SRV
200,ZCA_RSM_TEAM_SRV,/sap/opu/odata/sap/CA_RSM_TEAM_SRV
200,ZFAC_UNIVERSAL_HIERARCHY_SRV,/sap/opu/odata/sap/FAC_UNIVERSAL_HIERARCHY_SRV
200,ZFINS_EBRR_MONITOR_PRO_SRV,/sap/opu/odata/sap/FINS_EBRR_MONITOR_PRO_SRV
200,ZUI_BANKPOWEROFATTORNEY_IMP,/sap/opu/odata/sap/UI_BANKPOWEROFATTORNEY_IMP
200,ZBANKCASHBALANCE_MONITOR_O2,/sap/opu/odata/sap/BANKCASHBALANCE_MONITOR_O2
200,ZBANKACCOUNTOPENINGREQOVW,/sap/opu/odata/sap/BANKACCOUNTOPENINGREQOVW
200,ZUI_FINS_TRR_SVD_MON,/sap/opu/odata/sap/UI_FINS_TRR_SVD_MON
200,ZBANKSTATEMENTPROCCONF_O2,/sap/opu/odata/sap/BANKSTATEMENTPROCCONF_O2
200,ZBANKACCTOPENINGREQDRFTTP,/sap/opu/odata/sap/BANKACCTOPENINGREQDRFTTP
200,ZMAP_FORMAT_DATA_SRV,/sap/opu/odata/sap/MAP_FORMAT_DATA_SRV
200,ZFAA_ASSET_MANAGE_SRV,/sap/opu/odata/sap/FAA_ASSET_MANAGE_SRV
200,ZFCLM_CP_PAYMENTDETAIL_SRV,/sap/opu/odata/sap/FCLM_CP_PAYMENTDETAIL_SRV
200,ZFCLM_BM_SRV,/sap/opu/odata/sap/FCLM_BM_SRV
200,ZUI_JOURNALENTRY_OTA_O2,/sap/opu/odata/sap/UI_JOURNALENTRY_OTA_O2
200,ZCA_SIT2_MST_SRV,/sap/opu/odata/sap/CA_SIT2_MST_SRV
000,ZFAR_BS_ITM_REPROC_SRV,/sap/opu/odata/sap/FAR_BS_ITM_REPROC_SRV
200,ZUI_FIXEDASSETUSAGEOBJ_MNTN,/sap/opu/odata/sap/UI_FIXEDASSETUSAGEOBJ_MNTN
200,ZBANKCASHBALANCE_O2,/sap/opu/odata/sap/BANKCASHBALANCE_O2
200,ZFCLM_BRM_BANK_FEE_ANALYSIS_SRV,/sap/opu/odata/sap/FCLM_BRM_BANK_FEE_ANALYSIS_SRV
200,ZFCLM_BRM_BANK_FEE_IMPORT_SRV,/sap/opu/odata/sap/FCLM_BRM_BANK_FEE_IMPORT_SRV
200,ZUI_BANKPOWEROFATTORNEY_MNG,/sap/opu/odata/sap/UI_BANKPOWEROFATTORNEY_MNG
200,ZFCLM_BRM_BANK_FEE_CONDITION_SRV,/sap/opu/odata/sap/FCLM_BRM_BANK_FEE_CONDITION_SRV
200,ZFAC_GLV_GL_ACCOUNT_LINE_ITEMS_SRV,/sap/opu/odata/sap/FAC_GLV_GL_ACCOUNT_LINE_ITEMS_SRV
200,ZC_SUPLREVALSCRHISTJOBMNTR_CDS,/sap/opu/odata/sap/C_SUPLREVALSCRHISTJOBMNTR_CDS
200,ZC_POCNTRLANLYTSFAILEDJOB_CDS,/sap/opu/odata/sap/C_POCNTRLANLYTSFAILEDJOB_CDS
200,ZC_SITN2DEMOFLIGHTVH_CDS,/sap/opu/odata/sap/C_SITN2DEMOFLIGHTVH_CDS
200,ZFCO_ALLOCATION_TAG_V2_SRV,/sap/opu/odata/sap/FCO_ALLOCATION_TAG_V2_SRV
200,ZFCLM_MBTS_WITHTMPL_SRV,/sap/opu/odata/sap/FCLM_MBTS_WITHTMPL_SRV
200,ZCOGS_SPLIT_EXPLAIN_BINDING,/sap/opu/odata/sap/COGS_SPLIT_EXPLAIN_BINDING
200,ZFAC_EV_GL_ACCOUNT_LINE_ITEMS_SRV,/sap/opu/odata/sap/FAC_EV_GL_ACCOUNT_LINE_ITEMS_SRV
200,ZFCLM_CASH_BANKTRANSFERTEM_SRV,/sap/opu/odata/sap/FCLM_CASH_BANKTRANSFERTEM_SRV
200,ZUI_CSHPOOLASSGMTHIER_DISP,/sap/opu/odata/sap/UI_CSHPOOLASSGMTHIER_DISP
200,ZMANAGE_OUTGOING_FORMAT_SRV,/sap/opu/odata/sap/MANAGE_OUTGOING_FORMAT_SRV
200,ZFCLM_BRM_INTRABNKSTAT_MONITOR_SRV,/sap/opu/odata/sap/FCLM_BRM_INTRABNKSTAT_MONITOR_SRV
200,ZSGBT_NTE_CDS_API_D_SRV,/sap/opu/odata/sap/SGBT_NTE_CDS_API_D_SRV
000,ZMANAGE_INCOMING_FORMAT_SRV,/sap/opu/odata/sap/MANAGE_INCOMING_FORMAT_SRV
200,ZSD_SA_PROCFLOW,/sap/opu/odata/sap/SD_SA_PROCFLOW
200,ZSD_SALESSCHEDGAGRMT_OBJPG,/sap/opu/odata/sap/SD_SALESSCHEDGAGRMT_OBJPG
200,ZLO_VCHCLF,/sap/opu/odata/sap/LO_VCHCLF
200,ZSD_SO_PROCFLOW_SRV,/sap/opu/odata/sap/SD_SO_PROCFLOW_SRV
200,ZSD_F1814_SO_FS_SRV,/sap/opu/odata/sap/SD_F1814_SO_FS_SRV
200,ZMDC_CUSTMIZING,/sap/opu/odata/sap/MDC_CUSTMIZING
200,ZUI_SHORTTERMCASHPOS_DISP,/sap/opu/odata/sap/UI_SHORTTERMCASHPOS_DISP
200,ZFCLM_CASH_MMRD_RECNCL_SRV,/sap/opu/odata/sap/FCLM_CASH_MMRD_RECNCL_SRV
200,ZUI_CASHPOOL_MANAGE,/sap/opu/odata/sap/UI_CASHPOOL_MANAGE
200,ZFAC_PROJECT_WIP_DETAIL_LIST_SRV,/sap/opu/odata/sap/FAC_PROJECT_WIP_DETAIL_LIST_SRV
000,ZFAA_MD_MANAGE_SRV,/sap/opu/odata/sap/FAA_MD_MANAGE_SRV
200,ZFINS_TRR_MONITOR_SRV,/sap/opu/odata/sap/FINS_TRR_MONITOR_SRV
200,ZFINS_ACDOC_PLAN_IMPORT_SRV,/sap/opu/odata/sap/FINS_ACDOC_PLAN_IMPORT_SRV
200,ZFCLM_BAM_FS_HOUSEBANK_SRV_01,/sap/opu/odata/sap/FCLM_BAM_FS_HOUSEBANK_SRV_01
200,ZFCLM_BAM_FS_HOUSEBANKACCT_SRV,/sap/opu/odata/sap/FCLM_BAM_FS_HOUSEBANKACCT_SRV
200,ZFCLM_BAM_FS_BANK_SRV,/sap/opu/odata/sap/FCLM_BAM_FS_BANK_SRV
200,ZFAC_INCOMINGORDERS_SRV,/sap/opu/odata/sap/FAC_INCOMINGORDERS_SRV
200,ZFCLM_CASH_FLOW_ANALYZER_SRV,/sap/opu/odata/sap/FCLM_CASH_FLOW_ANALYZER_SRV
200,ZFCO_PA_REALIGNMENT_SRV,/sap/opu/odata/sap/FCO_PA_REALIGNMENT_SRV
200,ZFCLM_CASH_MEMORECORDWD_SRV,/sap/opu/odata/sap/FCLM_CASH_MEMORECORDWD_SRV
200,ZFAR_MANAGE_INCOMING_PAYT_FILES_SRV,/sap/opu/odata/sap/FAR_MANAGE_INCOMING_PAYT_FILES_SRV
200,ZOCI_ITEM_PROPOSAL_SRV,/sap/opu/odata/sap/OCI_ITEM_PROPOSAL_SRV
200,ZMM_PUR_SCHEDG_AGRMT_SRV,/sap/opu/odata/sap/MM_PUR_SCHEDG_AGRMT_SRV
200,ZFCLM_CASH_CPLMGMT_MDL_SRV,/sap/opu/odata/sap/FCLM_CASH_CPLMGMT_MDL_SRV
200,ZFARP_VALUE_HELPS_SRV,/sap/opu/odata/sap/FARP_VALUE_HELPS_SRV
200,ZFAC_REVENUE_VARIANCE_SRV,/sap/opu/odata/sap/FAC_REVENUE_VARIANCE_SRV
200,ZFAR_CUST_BALANCE_SRV,/sap/opu/odata/sap/FAR_CUST_BALANCE_SRV
200,ZFCLM_BAM_ACCOUNTOV_SRV,/sap/opu/odata/sap/FCLM_BAM_ACCOUNTOV_SRV
200,ZFCLM_BAM_BANKGROUPOV_SRV,/sap/opu/odata/sap/FCLM_BAM_BANKGROUPOV_SRV
200,ZFCLM_BRM_BANKFEEOV_SRV,/sap/opu/odata/sap/FCLM_BRM_BANKFEEOV_SRV
200,ZFCLM_BAM_REQUESTOV_SRV,/sap/opu/odata/sap/FCLM_BAM_REQUESTOV_SRV
200,ZFCLM_BAM_REVISIONOV_SRV,/sap/opu/odata/sap/FCLM_BAM_REVISIONOV_SRV
200,ZMM_PUR_CATALOGITEMS_MNG_SRV,/sap/opu/odata/sap/MM_PUR_CATALOGITEMS_MNG_SRV
200,ZFCLM_CASH_RCF_SRV,/sap/opu/odata/sap/FCLM_CASH_RCF_SRV
200,ZFCLM_BAM_PAYMENTBYBANKACCOV_SRV,/sap/opu/odata/sap/FCLM_BAM_PAYMENTBYBANKACCOV_SRV
200,ZFCLM_CASH_CONCN_SRV,/sap/opu/odata/sap/FCLM_CASH_CONCN_SRV
200,ZC_CASHPOSITIONANALYTICS_CDS,/sap/opu/odata/sap/C_CASHPOSITIONANALYTICS_CDS
200,ZFAP_MANAGE_PAYMENT_MEDIA,/sap/opu/odata/sap/FAP_MANAGE_PAYMENT_MEDIA
200,ZC_BANKSTATEMENTMONITOR_CDS,/sap/opu/odata/sap/C_BANKSTATEMENTMONITOR_CDS
200,ZFCLM_BAM_SENTITEMS_SRV,/sap/opu/odata/sap/FCLM_BAM_SENTITEMS_SRV
200,ZFINS_TRR_QUICKCRTTMPADJ_SRV,/sap/opu/odata/sap/FINS_TRR_QUICKCRTTMPADJ_SRV
200,ZFCLM_BAM_MONIREVIEW_SRV,/sap/opu/odata/sap/FCLM_BAM_MONIREVIEW_SRV
200,ZFAR_CUSTOMER_LIST_V2,/sap/opu/odata/sap/FAR_CUSTOMER_LIST_V2
200,ZC_CASHPOSITIONANLYSWTHFLW_CDS,/sap/opu/odata/sap/C_CASHPOSITIONANLYSWTHFLW_CDS
200,ZUI_PROCESSRECEIVABLES_MAN,/sap/opu/odata/sap/UI_PROCESSRECEIVABLES_MAN
200,ZFCLM_CASH_RECNCLN_SRV,/sap/opu/odata/sap/FCLM_CASH_RECNCLN_SRV
200,ZFAC_GROSSMARGIN_SRV,/sap/opu/odata/sap/FAC_GROSSMARGIN_SRV
200,ZC_RESPYMGMTTEAMHIERARCHY_CDS,/sap/opu/odata/sap/C_RESPYMGMTTEAMHIERARCHY_CDS
200,ZMM_PUR_CPROC_ADMIN_MNTR_SRV,/sap/opu/odata/sap/MM_PUR_CPROC_ADMIN_MNTR_SRV
200,ZMM_PUR_PROCMT_HUB_ITF_MONITOR_SRV,/sap/opu/odata/sap/MM_PUR_PROCMT_HUB_ITF_MONITOR_SRV
200,ZFCLM_CASH_ALI_SRV,/sap/opu/odata/sap/FCLM_CASH_ALI_SRV
200,ZPLMI_REQ_ASSIGNMENT_SRV,/sap/opu/odata/sap/PLMI_REQ_ASSIGNMENT_SRV
200,ZCA_SIT_PUWB_SRV,/sap/opu/odata/sap/CA_SIT_PUWB_SRV
200,ZMM_PUR_CNTRLPROCMT_JOB_MNTR_SRV,/sap/opu/odata/sap/MM_PUR_CNTRLPROCMT_JOB_MNTR_SRV
200,ZC_BANKRISKANALYTICS_CDS,/sap/opu/odata/sap/C_BANKRISKANALYTICS_CDS
200,ZC_DEFICITCASHPOOLANALYTICS_CDS,/sap/opu/odata/sap/C_DEFICITCASHPOOLANALYTICS_CDS
200,ZC_PAYMENTSTATISTICS_CDS,/sap/opu/odata/sap/C_PAYMENTSTATISTICS_CDS
200,ZC_ACTUALCASHFLOWANALYTICS_CDS,/sap/opu/odata/sap/C_ACTUALCASHFLOWANALYTICS_CDS
200,ZC_LFCASTANALYTICS_CDS,/sap/opu/odata/sap/C_LFCASTANALYTICS_CDS
200,ZFAA_ASSET_OVERVIEWPAGE_SRV,/sap/opu/odata/sap/FAA_ASSET_OVERVIEWPAGE_SRV
200,ZCMD_QLTY_MANAGE_IMPORTS,/sap/opu/odata/sap/CMD_QLTY_MANAGE_IMPORTS
200,ZMDC_CUSTOM_OBJECT_SRV,/sap/opu/odata/sap/MDC_CUSTOM_OBJECT_SRV
200,ZFAC_EDITING_OPTIONS_SRV,/sap/opu/odata/sap/FAC_EDITING_OPTIONS_SRV
200,ZCV_DOCUMENT_MANAGE,/sap/opu/odata/sap/CV_DOCUMENT_MANAGE
200,ZFAA_ASSET_DEPRECIATION_LIST_SRV,/sap/opu/odata/sap/FAA_ASSET_DEPRECIATION_LIST_SRV
200,ZFCLM_BAM_ACCOUNTWD_SRV,/sap/opu/odata/sap/FCLM_BAM_ACCOUNTWD_SRV
200,ZMMPUR_PROC_CAT_MAINT_SRV,/sap/opu/odata/sap/MMPUR_PROC_CAT_MAINT_SRV
200,ZUSERDEFAULTS,/sap/opu/odata/sap/USERDEFAULTS
200,ZFAA_ASSET_TRANSACTIONS_SRV,/sap/opu/odata/sap/FAA_ASSET_TRANSACTIONS_SRV
200,ZMMPUR_REL_STRAT_CLASS_SRV,/sap/opu/odata/sap/MMPUR_REL_STRAT_CLASS_SRV
200,ZFAR_CUSTOMER_LINE_ITEMS,/sap/opu/odata/sap/FAR_CUSTOMER_LINE_ITEMS
200,ZSWF_FLEX_TEMPLATE_SRV,/sap/opu/odata/sap/SWF_FLEX_TEMPLATE_SRV
200,ZMM_PUR_REL_STRATEGY_SRV,/sap/opu/odata/sap/MM_PUR_REL_STRATEGY_SRV
200,ZFCO_SALES_ACCTG_OVERVIEW_SRV,/sap/opu/odata/sap/FCO_SALES_ACCTG_OVERVIEW_SRV
200,ZFCO_REVN_RECGN_INSPECTION_SRV,/sap/opu/odata/sap/FCO_REVN_RECGN_INSPECTION_SRV
200,ZFAC_CUSTOM_HIERARCHY_SRV,/sap/opu/odata/sap/FAC_CUSTOM_HIERARCHY_SRV
200,ZMM_PUR_MNTR_ANA_OPS_SRV,/sap/opu/odata/sap/MM_PUR_MNTR_ANA_OPS_SRV
200,ZFAP_MONPAYBATCHS_SRV,/sap/opu/odata/sap/FAP_MONPAYBATCHS_SRV
200,ZMM_PUR_MNTN_CRCY_EXCH_SRV,/sap/opu/odata/sap/MM_PUR_MNTN_CRCY_EXCH_SRV
200,ZFAR_MANAGE_PR_SRV,/sap/opu/odata/sap/FAR_MANAGE_PR_SRV
200,ZC_MONITORMISSINGEXCHRATE_CDS,/sap/opu/odata/sap/C_MONITORMISSINGEXCHRATE_CDS
200,ZMM_PUR_BE_SYS_CMPTBLTY_MONITOR_SRV,/sap/opu/odata/sap/MM_PUR_BE_SYS_CMPTBLTY_MONITOR_SRV
200,FTR_MATURITY_PROFILE_SRV,/sap/opu/odata/sap/FTR_MATURITY_PROFILE_SRV
200,ZMM_PUR_MANAGE_BUS_AUTOMN_RULES_SRV,/sap/opu/odata/sap/MM_PUR_MANAGE_BUS_AUTOMN_RULES_SRV
200,C_EVTBSDPRODNCOSTERROROVW_CDS,/sap/opu/odata/sap/C_EVTBSDPRODNCOSTERROROVW_CDS
200,ZMM_PUR_CTRITEMACCT_MNTR_SRV,/sap/opu/odata/sap/MM_PUR_CTRITEMACCT_MNTR_SRV
200,FCO_EBW_ORDER_INSPECTOR_SRV,/sap/opu/odata/sap/FCO_EBW_ORDER_INSPECTOR_SRV
200,C_EVTBSDMFGORDTOBEPOSTDOVW_CDS,/sap/opu/odata/sap/C_EVTBSDMFGORDTOBEPOSTDOVW_CDS
200,FCO_EB_PRODN_COST_ERROR_SRV,/sap/opu/odata/sap/FCO_EB_PRODN_COST_ERROR_SRV
200,C_FTR_CL_KEYDATE_UTIL_Q_CDS,/sap/opu/odata/sap/C_FTR_CL_KEYDATE_UTIL_Q_CDS
200,C_CASHPOSITIONOVERVIEW_CDS,/sap/opu/odata/sap/C_CASHPOSITIONOVERVIEW_CDS
500,C_LQDYFORECASTOVERVIEW_CDS,/sap/opu/odata/sap/C_LQDYFORECASTOVERVIEW_CDS
000,ZFAP_PROCESS_FF_PAYMENTS_SRV,/sap/opu/odata/sap/FAP_PROCESS_FF_PAYMENTS_SRV
200,FAC_MAINT_CHART_OF_ACCOUNTS_SRV,/sap/opu/odata/sap/FAC_MAINT_CHART_OF_ACCOUNTS_SRV
200,C_FXOPTIONNOMINAL_CDS,/sap/opu/odata/sap/C_FXOPTIONNOMINAL_CDS
200,C_FXFORWARDNOMINAL_CDS,/sap/opu/odata/sap/C_FXFORWARDNOMINAL_CDS
200,FXM_EXCHANGE_RATE_SRV,/sap/opu/odata/sap/FXM_EXCHANGE_RATE_SRV
200,C_NONDELIVERABLEFWDNOMINAL_CDS,/sap/opu/odata/sap/C_NONDELIVERABLEFWDNOMINAL_CDS
200,C_TREASURYFINANCIALSTATUS_CDS,/sap/opu/odata/sap/C_TREASURYFINANCIALSTATUS_CDS
200,C_REFINTERESTRATEHISTORY_CDS,/sap/opu/odata/sap/C_REFINTERESTRATEHISTORY_CDS
200,FTR_DEBTINVMT_INTEREST_SRV,/sap/opu/odata/sap/FTR_DEBTINVMT_INTEREST_SRV
200,C_DEBTINVESTMENTNOMINAL_CDS,/sap/opu/odata/sap/C_DEBTINVESTMENTNOMINAL_CDS
200,C_DEBTINVMTREFINTEREST_CDS,/sap/opu/odata/sap/C_DEBTINVMTREFINTEREST_CDS
200,C_REFINTERESTRATERANK_CDS,/sap/opu/odata/sap/C_REFINTERESTRATERANK_CDS
200,SLL_CTRLCL_MANAGE,/sap/opu/odata/sap/SLL_CTRLCL_MANAGE
200,ODATA_GRIR_ML_INFERE_SRV,/sap/opu/odata/sap/ODATA_GRIR_ML_INFERE_SRV
200,ODATA_GRIR_WRITEOFF_SRV,/sap/opu/odata/sap/ODATA_GRIR_WRITEOFF_SRV
200,FTR_YIELD_CURVE_RATE_SRV,/sap/opu/odata/sap/FTR_YIELD_CURVE_RATE_SRV
500,BSANLY_APF_RUNTIME_SRV,/sap/opu/odata/sap/BSANLY_APF_RUNTIME_SRV
200,C_FILTERFORCHMLINVTRYRPTG_CDS,/sap/opu/odata/sap/C_FILTERFORCHMLINVTRYRPTG_CDS
500,SLL_PROD_CMDTYCD_CLASSIFY,/sap/opu/odata/sap/SLL_PROD_CMDTYCD_CLASSIFY
500,SLL_PROD_CMDTYCD_RECLASSIFY,/sap/opu/odata/sap/SLL_PROD_CMDTYCD_RECLASSIFY
200,C_PROFITMARGINBYMONTHQUERY_CDS,/sap/opu/odata/sap/C_PROFITMARGINBYMONTHQUERY_CDS
200,C_CHEMICALAMOUNTSQUERY_CDS,/sap/opu/odata/sap/C_CHEMICALAMOUNTSQUERY_CDS
200,SD_OVP_SM,/sap/opu/odata/sap/SD_OVP_SM
200,SD_SALESPERF,/sap/opu/odata/sap/SD_SALESPERF
200,ZFCO_RUN_ALLOCATION_SRV,/sap/opu/odata/sap/FCO_RUN_ALLOCATION_SRV
200,UI_BSESNAPSHOT_PROCESS,/sap/opu/odata/sap/UI_BSESNAPSHOT_PROCESS
200,SD_SOFI,/sap/opu/odata/sap/SD_SOFI
200,SD_PREDICTEDDELIVERY,/sap/opu/odata/sap/SD_PREDICTEDDELIVERY
200,MM_PUR_PR_PROCESS_SRV,/sap/opu/odata/sap/MM_PUR_PR_PROCESS_SRV
200,FAC_GRIR_RECONCILIATION_SRV,/sap/opu/odata/sap/FAC_GRIR_RECONCILIATION_SRV
200,ZMD_BUSINESSPARTNER_SRV,/sap/opu/odata/sap/MD_BUSINESSPARTNER_SRV
000,ZFCO_MANAGE_ALLOCATION_SRV,/sap/opu/odata/sap/FCO_MANAGE_ALLOCATION_SRV
200,MM_PUR_PR_PROFNL_MAINTAIN_SRV,/sap/opu/odata/sap/MM_PUR_PR_PROFNL_MAINTAIN_SRV
200,MM_PUR_POITEMS_MONI_SRV,/sap/opu/odata/sap/MM_PUR_POITEMS_MONI_SRV
200,MM_PUR_PRITEM_MNTR_SRV,/sap/opu/odata/sap/MM_PUR_PRITEM_MNTR_SRV
200,C_NONMNGDPURGSPEND_CDS,/sap/opu/odata/sap/C_NONMNGDPURGSPEND_CDS
200,C_PURGSPENDOFFCONTRACT_CDS,/sap/opu/odata/sap/C_PURGSPENDOFFCONTRACT_CDS
200,C_REQUISITIONNOTOUCHRATE_CDS,/sap/opu/odata/sap/C_REQUISITIONNOTOUCHRATE_CDS
200,MMPUR_ANA_CNTRL_CTR_MNTR_SRV,/sap/opu/odata/sap/MMPUR_ANA_CNTRL_CTR_MNTR_SRV
200,MM_PRC_OVP,/sap/opu/odata/sap/MM_PRC_OVP
200,ZFAP_OUTGOING_CHECKS_SRV,/sap/opu/odata/sap/FAP_OUTGOING_CHECKS_SRV
200,ZFAP_CHECK_BOOKS_SRV,/sap/opu/odata/sap/FAP_CHECK_BOOKS_SRV
200,MM_PUR_RFQ_MAINTAIN_SRV,/sap/opu/odata/sap/MM_PUR_RFQ_MAINTAIN_SRV
200,MM_PUR_OA_MAINTAIN_SRV,/sap/opu/odata/sap/MM_PUR_OA_MAINTAIN_SRV
200,ZC_APDAYSPYBLOUTSTDGINDRCT_CDS,/sap/opu/odata/sap/C_APDAYSPYBLOUTSTDGINDRCT_CDS
200,ZC_APDAYSPYBLOUTSTDGDIRECT_CDS,/sap/opu/odata/sap/C_APDAYSPYBLOUTSTDGDIRECT_CDS
